emp_id,emp_name,age,department,salary
230,Employee_230,28,Sales,86224
231,Employee_231,33,Engineering,36624
232,Employee_232,50,Engineering,59126
233,Employee_233,26,Sales,112115
234,Employee_234,23,HR,110667
235,Employee_235,33,Sales,67462
236,Employee_236,46,HR,88676
237,Employee_237,20,Finance,76815
238,Employee_238,37,Engineering,118911
239,Employee_239,53,HR,56093
240,Employee_240,36,Marketing,62525
241,Employee_241,43,Marketing,59030
242,Employee_242,20,Engineering,74067
243,Employee_243,36,Sales,35207
244,Employee_244,37,Sales,106433
245,Employee_245,49,HR,56639
246,Employee_246,24,Sales,32792
247,Employee_247,58,Engineering,30420
248,Employee_248,50,HR,49198
249,Employee_249,57,Finance,65608
250,Employee_250,56,Sales,76205
251,Employee_251,35,Sales,112951
252,Employee_252,57,HR,47875
253,Employee_253,18,Marketing,100511
254,Employee_254,28,Sales,51331
255,Employee_255,45,Engineering,46893
256,Employee_256,42,Sales,94913
257,Employee_257,40,Finance,48243
258,Employee_258,48,Sales,45535
259,Employee_259,47,Marketing,93203
260,Employee_260,59,Sales,100597
261,Employee_261,52,HR,97394
262,Employee_262,24,Sales,55489
263,Employee_263,33,Marketing,109214
264,Employee_264,43,HR,114886
265,Employee_265,19,Engineering,43346
266,Employee_266,18,HR,78005
267,Employee_267,29,Finance,36773
268,Employee_268,22,HR,105324
269,Employee_269,54,Engineering,62343
270,Employee_270,49,Sales,104783
271,Employee_271,26,HR,75963
272,Employee_272,58,HR,71983
273,Employee_273,52,HR,65972
274,Employee_274,36,HR,46959
275,Employee_275,33,Engineering,119343
276,Employee_276,20,Marketing,64133
277,Employee_277,37,Marketing,119754
278,Employee_278,41,HR,81150
279,Employee_279,50,Engineering,51734
280,Employee_280,41,Engineering,118364
281,Employee_281,28,HR,47400
282,Employee_282,25,Finance,50002
283,Employee_283,53,HR,66492
284,Employee_284,55,Finance,60875
285,Employee_285,57,HR,55046
286,Employee_286,37,Finance,53664
287,Employee_287,52,Finance,54453
288,Employee_288,42,HR,34746
289,Employee_289,52,Finance,119509
290,Employee_290,42,Sales,43217
291,Employee_291,46,Marketing,93184
292,Employee_292,35,Engineering,118898
293,Employee_293,63,Finance,71835
294,Employee_294,35,Finance,39133
295,Employee_295,19,Engineering,70533
296,Employee_296,52,Finance,35404
297,Employee_297,33,Engineering,63339
298,Employee_298,58,HR,58725
299,Employee_299,53,Sales,104332
300,Employee_300,50,Sales,75380
301,Employee_301,21,Marketing,78073
302,Employee_302,50,Finance,90873
303,Employee_303,31,Marketing,116900
304,Employee_304,38,HR,71341
305,Employee_305,37,Sales,31236
306,Employee_306,25,HR,97916
307,Employee_307,24,HR,44538
308,Employee_308,20,Finance,41971
309,Employee_309,34,HR,113453
310,Employee_310,50,Sales,68655
311,Employee_311,29,Marketing,107022
312,Employee_312,39,Sales,90784
313,Employee_313,39,Finance,91289
314,Employee_314,63,Sales,67410
315,Employee_315,47,Engineering,81302
316,Employee_316,55,Marketing,51703
317,Employee_317,55,Engineering,74191
318,Employee_318,62,Engineering,84112
319,Employee_319,25,Finance,41399
320,Employee_320,44,HR,42685
321,Employee_321,44,Engineering,117777
322,Employee_322,51,Sales,34487
323,Employee_323,38,HR,42018
324,Employee_324,47,Sales,60825
325,Employee_325,50,Sales,37750
326,Employee_326,45,HR,88956
327,Employee_327,64,HR,80229
328,Employee_328,50,Sales,113220
329,Employee_329,22,Finance,73118
330,Employee_330,36,Marketing,89615
331,Employee_331,21,Marketing,109946
332,Employee_332,52,Finance,87290
333,Employee_333,34,HR,45105
334,Employee_334,61,Sales,48913
335,Employee_335,45,Marketing,79515
336,Employee_336,47,Sales,77342
337,Employee_337,46,Finance,82184
338,Employee_338,63,Sales,113247
339,Employee_339,23,Finance,90506
340,Employee_340,52,HR,54967
341,Employee_341,58,Finance,66023
342,Employee_342,54,Finance,84288
343,Employee_343,41,Marketing,56622
344,Employee_344,46,Sales,75201
345,Employee_345,63,Marketing,105033
346,Employee_346,48,Engineering,46350
347,Employee_347,52,Finance,84820
348,Employee_348,50,Engineering,78709
349,Employee_349,38,Marketing,118232
350,Employee_350,49,Sales,57470
351,Employee_351,40,Marketing,60889
352,Employee_352,50,Sales,40224
353,Employee_353,20,Sales,35465
354,Employee_354,35,HR,112418
355,Employee_355,42,Finance,85214
356,Employee_356,59,Marketing,32944
357,Employee_357,48,Sales,54336
358,Employee_358,20,Marketing,68624
359,Employee_359,57,Marketing,95206
360,Employee_360,63,Sales,74764
361,Employee_361,41,Engineering,75420
362,Employee_362,49,Finance,119758
363,Employee_363,64,Finance,95671
364,Employee_364,39,HR,45773
365,Employee_365,40,HR,56447
366,Employee_366,19,HR,34033
367,Employee_367,44,Finance,85852
368,Employee_368,59,Engineering,50497
369,Employee_369,19,Finance,109714
370,Employee_370,43,Finance,102082
371,Employee_371,34,Finance,103932
372,Employee_372,57,Finance,50978
373,Employee_373,50,Engineering,42882
374,Employee_374,26,HR,46945
375,Employee_375,60,Marketing,117320
376,Employee_376,56,HR,86485
377,Employee_377,46,HR,98850
378,Employee_378,59,Marketing,89870
379,Employee_379,43,Finance,48595
380,Employee_380,52,Engineering,114291
381,Employee_381,42,Engineering,94038
382,Employee_382,41,HR,86126
383,Employee_383,30,Marketing,65449
384,Employee_384,24,Sales,48639
385,Employee_385,53,Finance,75370
386,Employee_386,62,HR,104628
387,Employee_387,37,Engineering,101918
388,Employee_388,18,Marketing,72710
389,Employee_389,25,Marketing,84051
390,Employee_390,63,HR,90639
391,Employee_391,33,Sales,33159
392,Employee_392,31,Engineering,101192
393,Employee_393,29,HR,96988
394,Employee_394,40,Sales,48706
395,Employee_395,32,Marketing,39862
396,Employee_396,45,Finance,40219
397,Employee_397,51,Engineering,119017
398,Employee_398,19,Engineering,64536
399,Employee_399,49,Sales,101632
400,Employee_400,40,HR,107391
401,Employee_401,39,Marketing,92886
402,Employee_402,42,Sales,109996
403,Employee_403,39,Finance,63937
404,Employee_404,39,Finance,51094
405,Employee_405,59,Finance,57924
406,Employee_406,23,Sales,113325
407,Employee_407,32,Marketing,30123
408,Employee_408,60,Engineering,83149
409,Employee_409,54,HR,101445
410,Employee_410,50,Engineering,61854
411,Employee_411,25,Marketing,90796
412,Employee_412,61,Engineering,99432
413,Employee_413,61,Sales,88968
414,Employee_414,22,Finance,70834
415,Employee_415,56,Marketing,47111
416,Employee_416,21,Marketing,102575
417,Employee_417,23,Engineering,54099
418,Employee_418,62,Sales,99206
419,Employee_419,49,Engineering,80293
420,Employee_420,47,Engineering,45029
421,Employee_421,64,Marketing,61811
422,Employee_422,52,Engineering,45793
423,Employee_423,57,Finance,78106
424,Employee_424,33,Engineering,115662
425,Employee_425,30,Finance,114764
426,Employee_426,59,Marketing,114131
427,Employee_427,47,Sales,30972
428,Employee_428,36,Finance,30360
429,Employee_429,34,Sales,32632
430,Employee_430,36,Sales,65958
431,Employee_431,45,Finance,110882
432,Employee_432,43,Marketing,48008
433,Employee_433,54,HR,107656
434,Employee_434,43,Sales,60283
435,Employee_435,40,Sales,80908
436,Employee_436,26,Marketing,37818
437,Employee_437,29,Marketing,100655
438,Employee_438,18,Engineering,60579
439,Employee_439,18,Marketing,85178
440,Employee_440,64,Sales,87584
441,Employee_441,51,Finance,95020
442,Employee_442,49,HR,30975
443,Employee_443,42,Engineering,93479
444,Employee_444,57,Finance,46265
445,Employee_445,62,HR,93518
446,Employee_446,18,HR,34318
447,Employee_447,33,HR,65081
448,Employee_448,56,Finance,88649
449,Employee_449,22,Engineering,73069
450,Employee_450,39,Engineering,108670
451,Employee_451,46,HR,106377
452,Employee_452,20,Finance,42427
453,Employee_453,29,HR,70251
454,Employee_454,43,Marketing,55165
455,Employee_455,33,Engineering,97285
456,Employee_456,54,Sales,94927
457,Employee_457,39,HR,103170
458,Employee_458,46,Marketing,106150
459,Employee_459,31,Engineering,54866
460,Employee_460,45,Finance,40282
461,Employee_461,22,Engineering,50319
462,Employee_462,64,Finance,66726
463,Employee_463,47,Finance,45412
464,Employee_464,63,HR,103586
465,Employee_465,22,HR,54583
466,Employee_466,29,Engineering,113577
467,Employee_467,33,Marketing,91922
468,Employee_468,43,Engineering,36185
469,Employee_469,43,Sales,116348
470,Employee_470,38,Finance,86389
471,Employee_471,56,Finance,47423
472,Employee_472,53,HR,81268
473,Employee_473,50,Marketing,71644
474,Employee_474,47,HR,66786
475,Employee_475,54,Sales,105525
476,Employee_476,40,Engineering,113744
477,Employee_477,27,Engineering,118590
478,Employee_478,22,Marketing,60477
479,Employee_479,53,HR,33571
480,Employee_480,51,HR,49576
481,Employee_481,48,Sales,92703
482,Employee_482,27,Engineering,39680
483,Employee_483,36,HR,55706
484,Employee_484,49,Marketing,109854
485,Employee_485,18,Engineering,116195
486,Employee_486,22,Sales,94527
487,Employee_487,62,Marketing,100565
488,Employee_488,21,Finance,78436
489,Employee_489,33,Sales,32774
490,Employee_490,41,Marketing,46972
491,Employee_491,33,HR,44048
492,Employee_492,19,Finance,110225
493,Employee_493,45,Sales,112273
494,Employee_494,49,HR,111550
495,Employee_495,44,Finance,117354
496,Employee_496,37,Engineering,106680
497,Employee_497,41,HR,87602
498,Employee_498,29,Marketing,96403
499,Employee_499,52,Sales,57182
500,Employee_500,50,Finance,109876
501,Employee_501,50,HR,107373
502,Employee_502,60,Engineering,77059
503,Employee_503,54,Sales,38787
504,Employee_504,29,Sales,30393
505,Employee_505,20,HR,91775
506,Employee_506,18,Engineering,89454
507,Employee_507,50,Finance,42056
508,Employee_508,57,HR,91483
509,Employee_509,27,Finance,74957
510,Employee_510,60,Sales,58429
511,Employee_511,61,Finance,75909
512,Employee_512,46,Engineering,82906
513,Employee_513,30,Marketing,116290
514,Employee_514,29,Engineering,74389
515,Employee_515,48,Finance,50905
516,Employee_516,63,HR,119619
517,Employee_517,19,Sales,83730
518,Employee_518,52,Marketing,87557
519,Employee_519,40,HR,116113
520,Employee_520,34,HR,96199
521,Employee_521,43,Engineering,77301
522,Employee_522,25,Finance,114752
523,Employee_523,46,Engineering,77259
524,Employee_524,43,Finance,104801
525,Employee_525,27,Engineering,34574
526,Employee_526,43,HR,118291
527,Employee_527,51,Sales,86776
528,Employee_528,58,Finance,118212
529,Employee_529,24,Marketing,117097
530,Employee_530,21,Marketing,54737
531,Employee_531,62,HR,53390
532,Employee_532,28,Engineering,82330
533,Employee_533,46,Engineering,101082
534,Employee_534,53,HR,83642
535,Employee_535,42,Marketing,51280
536,Employee_536,38,Marketing,51037
537,Employee_537,53,Engineering,70576
538,Employee_538,27,Finance,58564
539,Employee_539,54,Sales,115439
540,Employee_540,26,Finance,119928
541,Employee_541,41,Marketing,58087
542,Employee_542,52,Finance,117829
543,Employee_543,52,Sales,106213
544,Employee_544,53,Finance,42803
545,Employee_545,35,Finance,76002
546,Employee_546,56,Finance,96761
547,Employee_547,49,Finance,101310
548,Employee_548,41,HR,108579
549,Employee_549,40,Marketing,46163
550,Employee_550,49,Sales,98380
551,Employee_551,54,Marketing,102883
552,Employee_552,29,HR,81885
553,Employee_553,30,HR,116340
554,Employee_554,40,HR,66764
555,Employee_555,42,HR,92126
556,Employee_556,52,Finance,97224
557,Employee_557,58,Marketing,77055
558,Employee_558,47,Engineering,81599
559,Employee_559,34,Sales,112787
560,Employee_560,37,HR,108040
561,Employee_561,42,Marketing,69720
562,Employee_562,39,HR,74484
563,Employee_563,30,HR,68852
564,Employee_564,36,HR,43219
565,Employee_565,53,HR,78865
566,Employee_566,29,HR,84457
567,Employee_567,58,Sales,66817
568,Employee_568,36,Marketing,98993
569,Employee_569,29,HR,82380
570,Employee_570,26,HR,80400
571,Employee_571,24,HR,66258
572,Employee_572,45,HR,111006
573,Employee_573,31,Finance,78957
574,Employee_574,48,Finance,48281
575,Employee_575,36,Engineering,107264
576,Employee_576,64,HR,81331
577,Employee_577,33,Engineering,75680
578,Employee_578,22,Sales,68723
579,Employee_579,52,Engineering,40162
580,Employee_580,29,Marketing,81095
581,Employee_581,42,Finance,41338
582,Employee_582,38,Finance,117832
583,Employee_583,53,HR,41675
584,Employee_584,40,HR,119606
585,Employee_585,33,Sales,50080
586,Employee_586,56,Sales,43936
587,Employee_587,62,Marketing,40019
588,Employee_588,59,HR,97282
589,Employee_589,56,HR,79681
590,Employee_590,31,Sales,118304
591,Employee_591,48,Sales,103861
592,Employee_592,22,Sales,34486
593,Employee_593,52,Finance,112021
594,Employee_594,40,Engineering,109864
595,Employee_595,46,Engineering,49112
596,Employee_596,60,HR,81697
597,Employee_597,28,Finance,85998
598,Employee_598,35,Sales,56576
599,Employee_599,64,HR,80100
600,Employee_600,29,Finance,111238
601,Employee_601,26,Marketing,51320
602,Employee_602,27,Finance,113973
603,Employee_603,61,HR,95729
604,Employee_604,34,Engineering,114879
605,Employee_605,55,Sales,59144
606,Employee_606,24,Marketing,87326
607,Employee_607,63,Finance,107148
608,Employee_608,30,HR,49307
609,Employee_609,57,HR,90598
610,Employee_610,59,Sales,49623
611,Employee_611,26,HR,50249
612,Employee_612,44,HR,103765
613,Employee_613,19,Sales,102131
614,Employee_614,22,Marketing,68377
615,Employee_615,46,Engineering,82365
616,Employee_616,54,Engineering,64551
617,Employee_617,55,Finance,72926
618,Employee_618,36,Marketing,117750
619,Employee_619,25,Finance,68599
620,Employee_620,62,Engineering,52593
621,Employee_621,18,Sales,90334
622,Employee_622,39,HR,89893
623,Employee_623,34,Engineering,72636
624,Employee_624,24,Marketing,99225
625,Employee_625,42,Engineering,70363
626,Employee_626,62,Marketing,85959
627,Employee_627,21,Marketing,110223
628,Employee_628,53,Marketing,115917
629,Employee_629,23,Finance,119125
630,Employee_630,48,Sales,31120
631,Employee_631,36,Engineering,46491
632,Employee_632,61,Sales,73638
633,Employee_633,56,HR,69062
634,Employee_634,44,Engineering,35193
635,Employee_635,27,Sales,119144
636,Employee_636,43,Sales,45213
637,Employee_637,36,HR,109766
638,Employee_638,56,Marketing,113959
639,Employee_639,20,Engineering,47187
640,Employee_640,62,Engineering,40040
641,Employee_641,30,HR,96302
642,Employee_642,45,Marketing,59949
643,Employee_643,37,Engineering,33527
644,Employee_644,45,Engineering,106557
645,Employee_645,25,Engineering,113408
646,Employee_646,58,Marketing,107294
647,Employee_647,56,HR,48757
648,Employee_648,18,Engineering,55412
649,Employee_649,20,Sales,44312
650,Employee_650,30,Marketing,52119
651,Employee_651,45,Finance,41804
652,Employee_652,42,HR,83986
653,Employee_653,50,Sales,76545
654,Employee_654,55,Engineering,106519
655,Employee_655,23,Finance,59999
656,Employee_656,61,HR,69758
657,Employee_657,62,Marketing,99519
658,Employee_658,49,Finance,33768
659,Employee_659,62,Finance,31504
660,Employee_660,64,Sales,97986
661,Employee_661,38,HR,106772
662,Employee_662,33,Sales,38002
663,Employee_663,38,Sales,105427
664,Employee_664,28,Engineering,68787
665,Employee_665,54,Marketing,43898
666,Employee_666,53,Finance,40472
667,Employee_667,52,HR,110800
668,Employee_668,36,Marketing,113227
669,Employee_669,37,Marketing,62632
670,Employee_670,35,HR,63743
671,Employee_671,64,Marketing,108538
672,Employee_672,58,Engineering,73386
673,Employee_673,31,Marketing,73388
674,Employee_674,32,Engineering,51323
675,Employee_675,48,Finance,99269
676,Employee_676,18,Finance,71319
677,Employee_677,20,Sales,97759
678,Employee_678,33,Engineering,46868
679,Employee_679,40,Finance,32080
680,Employee_680,28,Marketing,43776
681,Employee_681,29,HR,96231
682,Employee_682,27,HR,85452
683,Employee_683,49,Engineering,83812
684,Employee_684,33,Sales,93271
685,Employee_685,25,Marketing,107585
686,Employee_686,55,Engineering,88542
687,Employee_687,29,HR,45628
688,Employee_688,41,Engineering,38265
689,Employee_689,45,Marketing,54671
690,Employee_690,25,Finance,42460
691,Employee_691,45,Marketing,33477
692,Employee_692,53,Finance,32202
693,Employee_693,43,Finance,119410
694,Employee_694,25,Finance,41850
695,Employee_695,45,Engineering,50809
696,Employee_696,45,HR,100886
697,Employee_697,54,Engineering,32806
698,Employee_698,58,HR,37163
699,Employee_699,53,Marketing,30185
700,Employee_700,44,Sales,54718
701,Employee_701,34,Marketing,107081
702,Employee_702,26,Engineering,86202
703,Employee_703,50,Engineering,55215
704,Employee_704,37,HR,58325
705,Employee_705,30,Engineering,48458
706,Employee_706,45,Finance,46006
707,Employee_707,46,Engineering,62969
708,Employee_708,30,HR,106820
709,Employee_709,63,HR,57655
710,Employee_710,52,Finance,111234
711,Employee_711,23,HR,39102
712,Employee_712,35,Sales,97107
713,Employee_713,22,Marketing,51553
714,Employee_714,64,Engineering,114079
715,Employee_715,42,Sales,109570
716,Employee_716,19,Engineering,96865
717,Employee_717,27,Sales,71420
718,Employee_718,47,Engineering,55382
719,Employee_719,62,Finance,99235
720,Employee_720,22,HR,68795
721,Employee_721,50,HR,81425
722,Employee_722,18,Finance,87402
723,Employee_723,35,Sales,92539
724,Employee_724,49,Marketing,106203
725,Employee_725,64,Sales,53459
726,Employee_726,28,HR,79649
727,Employee_727,38,Marketing,102495
728,Employee_728,43,Engineering,76384
729,Employee_729,42,Marketing,101746
730,Employee_730,39,Sales,108053
731,Employee_731,44,Finance,86278
732,Employee_732,30,Engineering,108156
733,Employee_733,50,Sales,66744
734,Employee_734,51,Engineering,118340
735,Employee_735,58,Marketing,60568
736,Employee_736,52,HR,47991
737,Employee_737,18,Sales,38912
738,Employee_738,38,Finance,62527
739,Employee_739,23,Marketing,80426
740,Employee_740,45,Sales,50407
741,Employee_741,34,Finance,42344
742,Employee_742,22,Sales,32355
743,Employee_743,48,Marketing,84733
744,Employee_744,22,Sales,96285
745,Employee_745,55,Engineering,114971
746,Employee_746,20,Marketing,75733
747,Employee_747,40,Sales,86915
748,Employee_748,54,HR,82716
749,Employee_749,54,Sales,68526
750,Employee_750,27,Engineering,48088
751,Employee_751,27,Finance,95377
752,Employee_752,36,Finance,74405
753,Employee_753,34,Finance,68842
754,Employee_754,38,HR,91788
755,Employee_755,31,Engineering,81529
756,Employee_756,26,Marketing,119939
757,Employee_757,63,Finance,82383
758,Employee_758,18,Engineering,69177
759,Employee_759,62,Sales,69056
760,Employee_760,30,HR,118249
761,Employee_761,21,Engineering,96421
762,Employee_762,18,Engineering,63632
763,Employee_763,57,Marketing,69685
764,Employee_764,49,Engineering,107222
765,Employee_765,51,Marketing,98590
766,Employee_766,45,HR,38977
767,Employee_767,48,HR,78967
768,Employee_768,25,Sales,104072
769,Employee_769,56,Marketing,45070
770,Employee_770,43,Marketing,112473
771,Employee_771,51,Finance,51500
772,Employee_772,20,Finance,40011
773,Employee_773,29,Sales,78039
774,Employee_774,18,HR,38896
775,Employee_775,61,Finance,110118
776,Employee_776,22,Engineering,69958
777,Employee_777,47,HR,71912
778,Employee_778,47,Engineering,30814
779,Employee_779,34,Marketing,105276
780,Employee_780,64,HR,54719
781,Employee_781,40,Sales,50150
782,Employee_782,32,Marketing,100494
783,Employee_783,54,Marketing,33825
784,Employee_784,38,Engineering,80368
785,Employee_785,31,Marketing,44800
786,Employee_786,19,Finance,105535
787,Employee_787,28,HR,116390
788,Employee_788,56,Finance,105017
789,Employee_789,55,Engineering,78505
790,Employee_790,51,Engineering,87899
791,Employee_791,55,HR,112782
792,Employee_792,51,Marketing,52601
793,Employee_793,35,Sales,40677
794,Employee_794,47,Engineering,59552
795,Employee_795,32,HR,117858
796,Employee_796,44,Sales,97891
797,Employee_797,51,Marketing,104693
798,Employee_798,55,Engineering,63292
799,Employee_799,50,HR,96097
800,Employee_800,41,HR,103703
801,Employee_801,32,HR,46184
802,Employee_802,47,Engineering,119336
803,Employee_803,59,Sales,91046
804,Employee_804,34,HR,96741
805,Employee_805,22,Marketing,91377
806,Employee_806,46,HR,42039
807,Employee_807,21,Sales,75161
808,Employee_808,27,Engineering,65006
809,Employee_809,34,HR,47544
810,Employee_810,27,HR,42987
811,Employee_811,34,Marketing,35239
812,Employee_812,37,Marketing,74785
813,Employee_813,41,HR,53358
814,Employee_814,22,HR,112674
